entry_time,entry_price,exit_time,exit_price,signal,pnl,bars_held,reason
2021-01-09 12:00:00,1760.422167560716,2021-01-09 14:00:00,1826.7510232035852,SHORT,-3.7677812098206047,2,SL
2021-01-09 19:00:00,1848.680003197828,2021-01-09 22:00:00,1798.0269860018086,LONG,-2.7399559203539994,3,SL
2021-01-10 09:00:00,1847.6371210547436,2021-01-10 10:00:00,1811.815666448216,LONG,-1.938771103823598,1,SL
2021-01-11 04:00:00,1768.3110451388125,2021-01-11 05:00:00,1798.6558097610596,SHORT,-1.7160309384294463,1,SL
2021-01-11 14:00:00,1757.5626023289958,2021-01-11 15:00:00,1793.8342464293562,SHORT,-2.0637469215774056,1,SL
2021-01-11 23:00:00,1775.2638043191323,2021-01-12 00:00:00,1802.3193315493336,SHORT,-1.524028550820248,1,SL
2021-01-12 18:00:00,1867.422171406365,2021-01-12 19:00:00,1768.6297903753734,LONG,-5.290307812752937,1,SL
2021-01-13 06:00:00,1824.9077785442173,2021-01-13 07:00:00,1788.2020872753842,LONG,-2.011372393738949,1,SL
2021-01-13 15:00:00,1834.150178996827,2021-01-13 19:00:00,1792.248736857763,LONG,-2.2845153367965496,4,SL
2021-01-14 02:00:00,1858.9366792929893,2021-01-14 03:00:00,1814.0216306051768,LONG,-2.416168833943018,1,SL
2021-01-14 09:00:00,1834.3663210305035,2021-01-14 10:00:00,1784.9396356179177,LONG,-2.694482821992669,1,SL
2021-01-14 15:00:00,1841.4931370914976,2021-01-14 18:00:00,1813.4807841237937,LONG,-1.5211760719318976,3,SL
2021-01-15 00:00:00,1785.265812683746,2021-01-15 02:00:00,1828.6936976799584,SHORT,-2.43257248795508,2,SL
2021-01-15 08:00:00,1798.0032539322615,2021-01-15 14:00:00,1825.6196310997727,SHORT,-1.5359470071655206,6,SL
2021-01-15 19:00:00,1779.8560560457706,2021-01-15 20:00:00,1814.337948182996,SHORT,-1.9373416192898314,1,SL
2021-01-16 02:00:00,1811.4271104914308,2021-01-16 04:00:00,1839.4713053361693,SHORT,-1.5481823520423226,2,SL
2021-01-16 11:00:00,1833.034920517425,2021-01-16 14:00:00,1891.0900000962847,LONG,3.167156224305429,3,TP
2021-01-17 03:00:00,1881.9296245275411,2021-01-17 04:00:00,1849.5695868831488,LONG,-1.7195136960828903,1,SL
2021-01-17 11:00:00,1800.1711576075522,2021-01-17 12:00:00,1756.6736472756784,SHORT,2.416298591834042,1,TP
2021-01-17 17:00:00,1795.8603733239866,2021-01-17 21:00:00,1838.8022301887763,SHORT,-2.3911578819074895,4,SL
2021-01-18 12:00:00,1889.742538673527,2021-01-18 14:00:00,1808.9843381545888,LONG,-4.273502811426629,2,SL
2021-01-19 01:00:00,1843.2609815654137,2021-01-19 05:00:00,1770.0064603417009,LONG,-3.97418064811964,4,SL
2021-01-19 12:00:00,1772.9385381731893,2021-01-19 13:00:00,1842.074186297036,SHORT,-3.899494913968261,1,SL
2021-01-19 22:00:00,1800.442352697345,2021-01-20 04:00:00,1888.0101943070592,SHORT,-4.863684831592847,6,SL
2021-01-20 13:00:00,1799.4557804913184,2021-01-20 15:00:00,1739.123108365358,SHORT,3.3528288263625687,2,TP
2021-01-21 03:00:00,1827.2964366680349,2021-01-21 04:00:00,1793.7432819929388,LONG,-1.8362184701830973,1,SL
2021-01-21 11:00:00,1872.2957975814477,2021-01-21 12:00:00,1823.2459216554405,LONG,-2.619771725673248,1,SL
2021-01-21 23:00:00,1840.684423455992,2021-01-22 00:00:00,1798.248180596334,LONG,-2.305459986453382,1,SL
2021-01-22 09:00:00,1789.6170639761017,2021-01-22 11:00:00,1847.9006329650483,SHORT,-3.256762028154473,2,SL
2021-01-22 18:00:00,1798.550332747352,2021-01-22 19:00:00,1841.7531122543635,SHORT,-2.402088989137023,1,SL
2021-01-23 01:00:00,1790.3708457156315,2021-01-23 02:00:00,1844.41259186182,SHORT,-3.018466608496818,1,SL
2021-01-23 08:00:00,1792.186756243585,2021-01-23 10:00:00,1857.6011847622729,SHORT,-3.6499783457721877,2,SL
2021-01-23 18:00:00,1842.8969219053297,2021-01-23 21:00:00,1801.6791772684692,LONG,-2.2365735243752223,3,SL
2021-01-24 06:00:00,1836.981733053,2021-01-24 07:00:00,1808.4810957183715,LONG,-1.5514926916154665,1,SL
2021-01-24 18:00:00,1824.2956187315249,2021-01-24 19:00:00,1882.36580427362,LONG,3.1831565534577435,1,TP
2021-01-25 03:00:00,1864.0377027631853,2021-01-25 04:00:00,1835.8931156023475,LONG,-1.509872204790558,1,SL
2021-01-25 23:00:00,1837.998436025492,2021-01-26 01:00:00,1792.5955596688618,LONG,-2.47023476553168,2,SL
2021-01-26 08:00:00,1762.8902932161652,2021-01-26 09:00:00,1877.5461746324609,SHORT,-6.503858002821085,1,SL
2021-01-26 18:00:00,1842.3715513623413,2021-01-26 20:00:00,1797.9476357209155,LONG,-2.4112354323196374,2,SL
2021-01-27 12:00:00,1855.0477147409372,2021-01-27 14:00:00,1781.1657230684173,LONG,-3.982754248606363,2,SL
2021-01-27 19:00:00,1773.89817767333,2021-01-27 20:00:00,1817.9459048084093,SHORT,-2.4831034661105975,1,SL
2021-01-28 22:00:00,1871.1628282964489,2021-01-28 23:00:00,1755.0196041427637,LONG,-6.207007877525268,1,SL
2021-01-29 04:00:00,1788.9100073356535,2021-01-29 05:00:00,1889.1479714743596,SHORT,-5.603298306100782,1,SL
2021-01-29 11:00:00,1845.176427075339,2021-01-29 12:00:00,1785.3121037673905,LONG,-3.2443685291837014,1,SL
2021-01-30 00:00:00,1839.959398631721,2021-01-30 01:00:00,1784.793868503456,LONG,-2.9981927954110583,1,SL
2021-01-30 11:00:00,1890.380967427821,2021-01-30 12:00:00,1756.1336060795045,LONG,-7.101603521272349,1,SL
2021-01-30 21:00:00,1834.6028108697876,2021-01-31 01:00:00,1769.6376333501605,LONG,-3.541103127865973,4,SL
2021-01-31 19:00:00,1865.6746969641456,2021-01-31 20:00:00,1765.7787026579506,LONG,-5.354416526565284,1,SL
2021-02-01 03:00:00,1804.033425107625,2021-02-01 09:00:00,1867.573801804424,SHORT,-3.5221285710384422,6,SL
2021-02-01 14:00:00,1800.8405456661696,2021-02-01 15:00:00,1855.431219706104,SHORT,-3.031399652307367,1,SL
2021-02-01 20:00:00,1871.3312699719536,2021-02-01 21:00:00,1806.532754457978,LONG,-3.4626961326279124,1,SL
2021-02-02 05:00:00,1865.480657038204,2021-02-02 07:00:00,1776.5575814867525,LONG,-4.766764812916014,2,SL
2021-02-02 14:00:00,1845.0816269105069,2021-02-02 21:00:00,1773.899654417928,LONG,-3.8579308066586346,7,SL
2021-02-03 02:00:00,1794.3805982633253,2021-02-03 03:00:00,1869.1147435131973,SHORT,-4.164899315240185,1,SL
2021-02-03 11:00:00,1816.3687891037016,2021-02-03 16:00:00,1876.6832028916629,SHORT,-3.320603951674581,5,SL
2021-02-03 23:00:00,1780.9931733575154,2021-02-04 00:00:00,1842.3710673366863,SHORT,-3.446273399434866,1,SL
2021-02-04 05:00:00,1882.5338630632727,2021-02-04 07:00:00,1820.580210989411,LONG,-3.2909714555174254,2,SL
2021-02-04 20:00:00,1888.019253062484,2021-02-04 21:00:00,1798.845564370426,LONG,-4.723134499153692,1,SL
2021-02-05 21:00:00,1781.6017969468608,2021-02-05 22:00:00,1888.8513751611863,SHORT,-6.019840033733668,1,SL
2021-02-06 05:00:00,1905.2963986540651,2021-02-06 06:00:00,1828.781819278449,LONG,-4.015888521579502,1,SL
2021-02-06 11:00:00,1897.962933933612,2021-02-06 12:00:00,1817.0726552839508,LONG,-4.26195249672303,1,SL
2021-02-07 00:00:00,1856.2884907104049,2021-02-07 11:00:00,1807.4118660507256,LONG,-2.633029558943937,11,SL
2021-02-07 19:00:00,1862.4052557388611,2021-02-07 21:00:00,1912.0705823503388,LONG,2.666730372373989,2,TP
2021-02-08 06:00:00,1821.0470037236596,2021-02-08 08:00:00,1874.3192327620743,SHORT,-2.9253626583764265,2,SL
2021-02-08 14:00:00,1817.389301799348,2021-02-08 15:00:00,1850.1888341592885,SHORT,-1.8047609462357106,1,SL
2021-02-08 21:00:00,1760.236988729909,2021-02-08 22:00:00,1852.630443643206,SHORT,-5.248921338709237,1,SL
2021-02-09 09:00:00,1800.1580612184284,2021-02-09 12:00:00,1836.1191132081967,SHORT,-1.9976608034867906,3,SL
2021-02-09 23:00:00,1853.7630261181448,2021-02-10 06:00:00,1814.659397310163,LONG,-2.109418963321668,7,SL
2021-02-10 22:00:00,1805.034277817365,2021-02-10 23:00:00,1837.2424865639105,SHORT,-1.784354410459811,1,SL
2021-02-11 21:00:00,1853.4268364882305,2021-02-12 01:00:00,1821.0557305434631,LONG,-1.7465542910829062,4,SL
2021-02-12 12:00:00,1858.4556132580208,2021-02-12 13:00:00,1820.1101689544369,LONG,-2.0632962138041755,1,SL
2021-02-13 02:00:00,1823.7094457821197,2021-02-13 03:00:00,1895.7435645718028,SHORT,-3.949868163280277,1,SL
2021-02-13 18:00:00,1819.2530773758544,2021-02-13 19:00:00,1855.033671634612,SHORT,-1.966773875703344,1,SL
2021-02-14 04:00:00,1868.484193279829,2021-02-14 05:00:00,1741.8083460575751,LONG,-6.779604969517801,1,SL
2021-02-14 20:00:00,1787.5138256549053,2021-02-14 21:00:00,1827.042475409591,SHORT,-2.2113758890901547,1,SL
2021-02-15 05:00:00,1857.33582777764,2021-02-15 17:00:00,1772.7319732421822,LONG,-4.555118857352191,12,SL
2021-02-16 02:00:00,1864.402834108473,2021-02-16 03:00:00,1806.117972370562,LONG,-3.126194654482048,1,SL
2021-02-16 08:00:00,1873.59846047738,2021-02-16 12:00:00,1927.3921623535784,LONG,2.871143578037106,4,TP
2021-02-16 18:00:00,1865.8174110114264,2021-02-16 19:00:00,1803.488155882556,LONG,-3.340587067149455,1,SL
2021-02-17 11:00:00,1868.5354356786893,2021-02-17 12:00:00,1833.61082457825,LONG,-1.8690901137635618,1,SL
2021-02-17 19:00:00,1793.8413426263417,2021-02-17 20:00:00,1900.0818077441863,SHORT,-5.922511795959574,1,SL
2021-02-18 04:00:00,1820.4362442981576,2021-02-18 05:00:00,1923.3875963267449,SHORT,-5.655312145703771,1,SL
2021-02-18 10:00:00,1796.071205662991,2021-02-18 12:00:00,1880.5576334593773,SHORT,-4.703957589766022,2,SL
2021-02-19 04:00:00,1851.5526204795403,2021-02-19 05:00:00,1894.0067830472556,LONG,2.2928952760046255,1,TP
2021-02-19 13:00:00,1811.636974848169,2021-02-19 14:00:00,1849.2473774006191,SHORT,-2.076045205226734,1,SL
2021-02-20 10:00:00,1802.6240128508568,2021-02-20 13:00:00,1877.5709032494424,SHORT,-4.157655166262694,3,SL
2021-02-20 19:00:00,1921.5068862836165,2021-02-20 20:00:00,1804.890339276403,LONG,-6.069015304585319,1,SL
2021-02-21 02:00:00,1848.166973200609,2021-02-21 05:00:00,1924.0902532603795,LONG,4.108031425769317,3,TP
2021-02-21 14:00:00,1866.900412357474,2021-02-21 16:00:00,1833.7749936346447,LONG,-1.7743538168165731,2,SL
2021-02-22 03:00:00,1876.538077155038,2021-02-22 04:00:00,1777.612795505442,LONG,-5.271690612298887,1,SL
2021-02-22 20:00:00,1822.1109231661403,2021-02-22 21:00:00,1891.14636823046,SHORT,-3.7887619346665327,1,SL
2021-02-23 03:00:00,1853.0145877846144,2021-02-23 04:00:00,1929.2595232296055,LONG,4.114643022651341,1,TP
2021-02-23 18:00:00,1862.080003701207,2021-02-23 19:00:00,1935.7629221417012,LONG,3.9570221630669247,1,TP
2021-02-24 09:00:00,1817.4540068854776,2021-02-24 10:00:00,1849.914603714632,SHORT,-1.7860477737635432,1,SL
2021-02-24 15:00:00,1877.6891574045355,2021-02-24 18:00:00,1849.5128736166555,LONG,-1.5005829733195635,3,SL
2021-02-24 23:00:00,1842.7447782826123,2021-02-25 05:00:00,1780.312645778725,SHORT,3.3879967122778827,6,TP
2021-02-25 15:00:00,1837.9296273447087,2021-02-25 23:00:00,1891.61767048168,SHORT,-2.921115277658127,8,SL
2021-02-26 10:00:00,1830.0639236540533,2021-02-26 11:00:00,1759.582156324368,SHORT,3.8513281650269153,1,TP
2021-02-26 19:00:00,1816.425248853652,2021-02-26 20:00:00,1892.3893216262184,SHORT,-4.182064349772027,1,SL
2021-02-27 01:00:00,1819.6741902024012,2021-02-27 03:00:00,1910.6051187871767,SHORT,-4.997099429907358,2,SL
2021-02-27 11:00:00,1914.8169518586667,2021-02-27 12:00:00,1874.6603320101792,LONG,-2.0971518875215938,1,SL
2021-02-27 22:00:00,1867.293913499912,2021-02-27 23:00:00,1827.500928102129,LONG,-2.1310509882827233,1,SL
2021-02-28 06:00:00,1893.4173899169805,2021-02-28 07:00:00,1828.4375077362124,LONG,-3.431883668482479,1,SL
2021-03-01 02:00:00,1905.413252395365,2021-03-01 03:00:00,1869.7165775742924,LONG,-1.8734347930139,1,SL
2021-03-01 08:00:00,1815.501018951588,2021-03-01 10:00:00,1924.0872426521296,SHORT,-5.9810610166028795,2,SL
2021-03-01 17:00:00,1831.888873886978,2021-03-01 19:00:00,1862.237139044871,SHORT,-1.6566651826155097,2,SL
2021-03-02 14:00:00,1872.6127073307853,2021-03-02 15:00:00,1791.2178477728426,LONG,-4.346593358002073,1,SL
2021-03-02 22:00:00,1845.700829632966,2021-03-03 01:00:00,1873.6903103899376,SHORT,-1.5164689914853469,3,SL
2021-03-03 15:00:00,1838.1190041223565,2021-03-03 16:00:00,1878.7375082482324,SHORT,-2.209786419420105,1,SL
2021-03-03 22:00:00,1803.9555846625728,2021-03-04 01:00:00,1897.8606374296555,SHORT,-5.2055080272193885,3,SL
2021-03-04 11:00:00,1874.646532272016,2021-03-04 13:00:00,1834.663896774925,LONG,-2.132809295447992,2,SL
2021-03-04 19:00:00,1887.5324587689984,2021-03-04 20:00:00,1857.2145013688128,LONG,-1.6062217769732139,1,SL
2021-03-05 03:00:00,1850.022848452016,2021-03-05 04:00:00,1907.2780542463177,SHORT,-3.0948377660421476,1,SL
2021-03-05 11:00:00,1820.889415673012,2021-03-05 13:00:00,1892.6222068965324,SHORT,-3.9394369919497496,2,SL
2021-03-05 23:00:00,1798.931106626796,2021-03-06 00:00:00,1872.7445625783412,SHORT,-4.103184145275798,1,SL
2021-03-06 10:00:00,1820.0522538344549,2021-03-06 11:00:00,1865.581052721792,SHORT,-2.5015105358331278,1,SL
2021-03-06 16:00:00,1824.4015601060848,2021-03-06 19:00:00,1868.056035178803,SHORT,-2.3928106633596515,3,SL
2021-03-07 06:00:00,1857.7878737162443,2021-03-07 08:00:00,1800.7983299599043,LONG,-3.0676023114706004,2,SL
2021-03-07 13:00:00,1808.1172564018275,2021-03-07 14:00:00,1871.9446361682592,SHORT,-3.530046491202062,1,SL
2021-03-08 04:00:00,1826.9590250161625,2021-03-08 05:00:00,1858.9613362503803,SHORT,-1.7516709896618892,1,SL
2021-03-08 17:00:00,1904.324561233143,2021-03-08 18:00:00,1833.616453493585,LONG,-3.713028187472996,1,SL
2021-03-09 05:00:00,1853.733792458416,2021-03-09 07:00:00,1968.258897822562,LONG,6.1780772314811765,2,TP
2021-03-09 19:00:00,1901.5859555547347,2021-03-09 20:00:00,1859.1460263470055,LONG,-2.2318175564852916,1,SL
2021-03-10 11:00:00,1872.911761733675,2021-03-10 12:00:00,1819.9152965228188,LONG,-2.8296295796551294,1,SL
2021-03-11 17:00:00,1825.3936561145588,2021-03-11 18:00:00,1914.235766569817,SHORT,-4.867011022946314,1,SL
2021-03-11 23:00:00,1842.6885709729488,2021-03-12 00:00:00,1871.94529595886,SHORT,-1.5877194576869549,1,SL
2021-03-12 06:00:00,1841.669397992417,2021-03-12 10:00:00,1878.542312394969,SHORT,-2.002146228999987,4,SL
2021-03-12 15:00:00,1925.9662847486256,2021-03-12 16:00:00,1823.111249177688,LONG,-5.340438012099579,1,SL
2021-03-12 22:00:00,1880.4520446318788,2021-03-13 01:00:00,1849.8494230486967,LONG,-1.6274077113821284,3,SL
2021-03-13 06:00:00,1897.1351935379744,2021-03-13 07:00:00,1854.192742589545,LONG,-2.263541949709221,1,SL
2021-03-13 16:00:00,1876.5321145691605,2021-03-13 20:00:00,1825.9067943092184,LONG,-2.6978126229172124,4,SL
2021-03-14 08:00:00,1821.987141667532,2021-03-14 10:00:00,1892.1629307134613,SHORT,-3.851607261163358,2,SL
2021-03-14 16:00:00,1826.5526358892496,2021-03-14 17:00:00,1867.3707963178224,SHORT,-2.234710329532916,1,SL
2021-03-15 01:00:00,1795.0979414805067,2021-03-15 02:00:00,1877.07985016868,SHORT,-4.566988061974973,1,SL
2021-03-15 08:00:00,1916.6920014208708,2021-03-15 09:00:00,1885.2851999487964,LONG,-1.6385940698240584,1,SL
2021-03-15 19:00:00,1918.811123628356,2021-03-15 20:00:00,1837.7088344530184,LONG,-4.226694757844536,1,SL
2021-03-16 02:00:00,1844.5788173821632,2021-03-16 06:00:00,1807.0072454792091,SHORT,2.0368645432172863,4,TP
2021-03-16 21:00:00,1832.063278628444,2021-03-16 22:00:00,1897.6010176682776,SHORT,-3.5772639408447526,1,SL
2021-03-17 03:00:00,1807.043314283786,2021-03-17 06:00:00,1869.421984115736,SHORT,-3.4519742464874734,3,SL
2021-03-18 01:00:00,1875.8471059985352,2021-03-18 02:00:00,1822.2311059010249,LONG,-2.8582286864456314,1,SL
2021-03-18 10:00:00,1839.0859932387448,2021-03-18 11:00:00,1873.1895912496952,SHORT,-1.8543775623505188,1,SL
2021-03-19 05:00:00,1892.985099981855,2021-03-19 07:00:00,1837.3733571211003,LONG,-2.9377802741969687,2,SL
2021-03-19 13:00:00,1889.31383584346,2021-03-19 15:00:00,1799.766887799588,LONG,-4.739654489636182,2,SL
2021-03-20 01:00:00,1888.401926589249,2021-03-20 04:00:00,1841.4819288610852,LONG,-2.4846404289000388,3,SL
2021-03-20 10:00:00,1818.0429258472157,2021-03-20 12:00:00,1860.3498429872088,SHORT,-2.3270582085006586,2,SL
2021-03-21 00:00:00,1852.387520983629,2021-03-21 01:00:00,1917.4121489665797,SHORT,-3.5103145128305693,1,SL
2021-03-21 07:00:00,1874.4811352255515,2021-03-21 10:00:00,1806.604733548679,LONG,-3.621076809007478,3,SL
2021-03-21 16:00:00,1883.9999879051395,2021-03-21 18:00:00,1798.658577153244,LONG,-4.529798901261586,2,SL
2021-03-22 12:00:00,1845.6517751710196,2021-03-22 14:00:00,1954.516046697145,SHORT,-5.8984188128358,2,SL
2021-03-22 20:00:00,1872.8243565329308,2021-03-23 06:00:00,1800.1153562386976,LONG,-3.8823181704468994,10,SL
2021-03-23 17:00:00,1872.304753516688,2021-03-24 03:00:00,1759.5203381215915,LONG,-6.023827861530403,10,SL
2021-03-24 08:00:00,1901.8387227005653,2021-03-24 10:00:00,1835.4682160696173,LONG,-3.4898073027298304,2,SL
2021-03-25 00:00:00,1904.297152078014,2021-03-25 02:00:00,1875.0092140336037,LONG,-1.5379920099366136,2,SL
2021-03-25 12:00:00,1796.5471983308664,2021-03-25 13:00:00,1870.300369744482,SHORT,-4.105273242035501,1,SL
2021-03-25 18:00:00,1806.6270037928975,2021-03-25 19:00:00,1836.2074570907105,SHORT,-1.6373304083084486,1,SL
2021-03-26 01:00:00,1792.834457535752,2021-03-26 02:00:00,1885.2203180140689,SHORT,-5.153061404525936,1,SL
2021-03-26 08:00:00,1757.363505347443,2021-03-26 09:00:00,1869.49203279478,SHORT,-6.3804970972791715,1,SL
2021-03-26 18:00:00,1900.2613071402016,2021-03-26 19:00:00,1959.7526741400668,LONG,3.130694014361466,1,TP
2021-03-27 05:00:00,1902.5053637761157,2021-03-27 06:00:00,1863.286868776188,LONG,-2.061413110661955,1,SL
2021-03-28 09:00:00,1870.454933124188,2021-03-28 10:00:00,1841.940681030158,LONG,-1.5244554460557487,1,SL
2021-03-28 19:00:00,1783.277536347971,2021-03-28 20:00:00,1844.384437573714,SHORT,-3.426662422434018,1,SL
2021-03-29 01:00:00,1914.5359942451664,2021-03-29 02:00:00,1875.144900985156,LONG,-2.057474676810185,1,SL
2021-03-29 10:00:00,1809.399983140966,2021-03-29 11:00:00,1892.4166507098423,SHORT,-4.58807717156968,1,SL
2021-03-29 17:00:00,1921.33736333351,2021-03-29 18:00:00,1832.330877282104,LONG,-4.63252772521845,1,SL
2021-03-29 23:00:00,1858.198431241699,2021-03-30 02:00:00,1889.850874847684,SHORT,-1.7033941625294615,3,SL
2021-03-30 09:00:00,1891.4425666968336,2021-03-30 11:00:00,1854.7969760636784,LONG,-1.9374413623963318,2,SL
2021-03-30 16:00:00,1889.077897642466,2021-03-30 22:00:00,1851.6969545108373,LONG,-1.9787931020885643,6,SL
2021-03-31 06:00:00,1870.2190020187636,2021-03-31 09:00:00,1916.3207140968404,LONG,2.4650435071140566,3,TP
2021-03-31 14:00:00,1858.059158691133,2021-03-31 15:00:00,1922.373155331794,SHORT,-3.461353549472849,1,SL
2021-04-01 07:00:00,1820.3251641567945,2021-04-01 08:00:00,1856.15689365502,SHORT,-1.9684246641079304,1,SL
2021-04-01 15:00:00,1937.5311203486292,2021-04-01 16:00:00,1808.136122879584,LONG,-6.67834421393771,1,SL
2021-04-02 01:00:00,1918.1362245337057,2021-04-02 02:00:00,1814.634281168564,LONG,-5.395964167784941,1,SL
2021-04-02 08:00:00,1935.363497233466,2021-04-02 09:00:00,1816.8081267129387,LONG,-6.125741789074662,1,SL
2021-04-02 14:00:00,1842.0995714905544,2021-04-02 15:00:00,1881.6335453962083,SHORT,-2.1461366430732425,1,SL
2021-04-02 23:00:00,1877.0547735858972,2021-04-03 02:00:00,1820.8624703935573,LONG,-2.9936421666050292,3,SL
2021-04-03 07:00:00,1873.962689224135,2021-04-03 10:00:00,1938.165031240723,LONG,3.4260202930277863,3,TP
2021-04-04 02:00:00,1822.3748685811893,2021-04-04 03:00:00,1890.348106557164,SHORT,-3.7299262159434527,1,SL
2021-04-04 10:00:00,1933.9843970005625,2021-04-04 11:00:00,1810.065790757282,LONG,-6.4074253357714355,1,SL
2021-04-04 18:00:00,1860.3862026435927,2021-04-04 19:00:00,1917.7459094253957,SHORT,-3.083215017413875,1,SL
2021-04-05 00:00:00,1895.9214851106235,2021-04-05 01:00:00,1850.158674510521,LONG,-2.4137503034537495,1,SL
2021-04-05 10:00:00,1802.677813249955,2021-04-05 11:00:00,1876.1208465382856,SHORT,-4.0741075719972315,1,SL
2021-04-05 16:00:00,1841.30613432926,2021-04-05 20:00:00,1888.7518273590388,SHORT,-2.5767411591805742,4,SL
2021-04-06 04:00:00,1848.7540717058469,2021-04-06 05:00:00,1881.1845439511303,SHORT,-1.7541798956180163,1,SL
